,action,endStopCode,from,hashCode,location,metres,mini,modeIdentifier,modeInfo,notes,operatorID,serviceOperator,shapes,sources,stopCode,streets,to,travelDirection,type,visibility,route,routeA,routeB
0,<TIME>: Walk,,"{'address': 'The Arcade', 'class': 'Location', 'lat': 51.51735, 'lng': -0.08297, 'timezone': 'Europe/London'}",-1805386045,,87.0,"{'description': 'Liverpool Street Station', 'instruction': 'Walk', 'mainValue': '<100m'}",wa_wal,"{'alt': 'Walk', 'color': {'blue': 99, 'green': 199, 'red': 30}, 'identifier': 'wa_wal', 'localIcon': 'walk'}",<DURATION> ⋅ <100m,,,,,,"[{'encodedWaypoints': 'm~lyHpeOSIEw@QQKY@?i@FKE?E', 'metres': 87}]","{'address': 'Liverpool Street Station', 'class': 'Location', 'lat': 51.51789, 'lng': -0.08239, 'timezone': 'Europe/London'}",47.0,unscheduled,in summary,4,Liverpool Street,South Ealing
1,<TIME>: Take <NUMBER>,9400ZZLUHBN2,"{'address': 'Liverpool Street Station', 'class': 'Location', 'lat': 51.51789, 'lng': -0.08239, 'timezone': 'Europe/London'}",-1680510197,,,"{'description': '<DIRECTION>', 'instruction': 'Take <NUMBER> ⋅ <PLATFORM>'}",pt_pub,"{'alt': 'Subway', 'color': {'blue': 104, 'green': 197, 'red': 45}, 'identifier': 'pt_pub_subway', 'localIcon': 'subway'}","<LINE_NAME>
<DIRECTION>
<PLATFORM>
<DURATION> ⋅ <STOPS>",London Underground,London Underground,"[{'encodedWaypoints': 'y{vyH}q@teAdrA??p~AgI??heBz{D??yInbC??fw@rkD', 'travelled': False}, {'encodedWaypoints': 'yamyH~aOd\\|f@??uKf_A??}PhqA??bCbm@', 'travelled': True}, {'encodedWaypoints': 'c_myHrjVrGljA??lD`|@??|Ddr@??dD|q@??jJxiB', 'travelled': False}]",[{'provider': 'London Underground'}],9400ZZLULVT2,,"{'address': 'Holborn Station', 'class': 'Location', 'lat': 51.51746, 'lng': -0.11962, 'timezone': 'Europe/London'}",269.0,scheduled,in summary,4,Liverpool Street,South Ealing
2,<TIME>: Walk,,"{'address': 'Holborn Station', 'class': 'Location', 'lat': 51.51746, 'lng': -0.11962, 'timezone': 'Europe/London'}",-1775793874,,136.0,"{'description': 'Holborn Station', 'instruction': 'Walk', 'mainValue': '150m'}",wa_wal,"{'alt': 'Walk', 'color': {'blue': 99, 'green': 199, 'red': 30}, 'identifier': 'wa_wal', 'localIcon': 'walk'}",<DURATION> ⋅ 150m,,,,,,"[{'encodedWaypoints': 'c_myHrjVSG??E?l@c@??N|AAH`@l@Lr@DA@P', 'metres': 136}]","{'address': 'Holborn Station', 'class': 'Location', 'lat': 51.51702, 'lng': -0.12049, 'timezone': 'Europe/London'}",242.0,unscheduled,in summary,4,Liverpool Street,South Ealing
3,<TIME>: Wait ,,,-494948356,"{'address': 'Holborn Station', 'class': 'Location', 'lat': 51.51702, 'lng': -0.12049, 'timezone': 'Europe/London'}",,"{'instruction': 'Wait', 'mainValue': '<DURATION>'}",,"{'alt': 'Transfer', 'localIcon': 'transfer'}",<DURATION>,,,,,,,,,stationary,in details,4,Liverpool Street,South Ealing
4,<TIME>: Take <NUMBER>,9400ZZLUSEA2,"{'address': 'Holborn Station', 'class': 'Location', 'lat': 51.51702, 'lng': -0.12049, 'timezone': 'Europe/London'}",406966128,,,"{'description': '<DIRECTION>', 'instruction': 'Take <NUMBER> ⋅ <PLATFORM>'}",pt_pub,"{'alt': 'Subway', 'color': {'blue': 104, 'green': 197, 'red': 45}, 'identifier': 'pt_pub_subway', 'localIcon': 'subway'}","<LINE_NAME>
<DIRECTION>
<PLATFORM>
<DURATION> ⋅ <STOPS>",London Underground,London Underground,"[{'encodedWaypoints': 'y|tyH``Tf`@rc@??~Xz_@??tkBnZ??tp@rG??ze@sX', 'travelled': False}, {'encodedWaypoints': 'i|lyH`pVbYfX??fHnS??|Jvl@??pNtj@??dZthA??dGtn@??nm@piA??i@l|@??lNfaA??lGf}B??eJnz@??kaAf`J??zIpjD', 'travelled': True}, {'encodedWaypoints': 'uwiyHla{@xGtd@??lXteA??lwAvhD??bp@hY??`Mh~@', 'travelled': False}]",[{'provider': 'London Underground'}],9400ZZLUHBN4,,"{'address': 'South Ealing', 'class': 'Location', 'lat': 51.50092, 'lng': -0.30758, 'timezone': 'Europe/London'}",265.0,scheduled,in summary,4,Liverpool Street,South Ealing
5,<TIME>: Take <NUMBER>,9400ZZLUHBN2,"{'address': 'Liverpool Street Station', 'class': 'Location', 'lat': 51.51789, 'lng': -0.08239, 'timezone': 'Europe/London'}",-1684266746,,,"{'description': '<DIRECTION>', 'instruction': 'Take <NUMBER> ⋅ <PLATFORM>'}",pt_pub,"{'alt': 'Subway', 'color': {'blue': 104, 'green': 197, 'red': 45}, 'identifier': 'pt_pub_subway', 'localIcon': 'subway'}","<LINE_NAME>
<DIRECTION>
<PLATFORM>
<DURATION> ⋅ <STOPS>",London Underground,London Underground,"[{'encodedWaypoints': 'y{vyH}q@teAdrA??p~AgI??heBz{D??yInbC??fw@rkD', 'travelled': False}, {'encodedWaypoints': 'yamyH~aOd\\|f@??uKf_A??}PhqA??bCbm@', 'travelled': True}, {'encodedWaypoints': 'c_myHrjVrGljA??lD`|@??|Ddr@??dD|q@??jJxiB', 'travelled': False}]",[{'provider': 'London Underground'}],9400ZZLULVT2,,"{'address': 'Holborn Station', 'class': 'Location', 'lat': 51.51746, 'lng': -0.11962, 'timezone': 'Europe/London'}",269.0,scheduled,in summary,4,Liverpool Street,South Ealing
6,<TIME>: Take <NUMBER>,9400ZZLUSEA2,"{'address': 'Holborn Station', 'class': 'Location', 'lat': 51.51702, 'lng': -0.12049, 'timezone': 'Europe/London'}",406964826,,,"{'description': '<DIRECTION>', 'instruction': 'Take <NUMBER> ⋅ <PLATFORM>'}",pt_pub,"{'alt': 'Subway', 'color': {'blue': 104, 'green': 197, 'red': 45}, 'identifier': 'pt_pub_subway', 'localIcon': 'subway'}","<LINE_NAME>
<DIRECTION>
<PLATFORM>
<DURATION> ⋅ <STOPS>",London Underground,London Underground,"[{'encodedWaypoints': 'y|tyH``Tf`@rc@??~Xz_@??tkBnZ??tp@rG??ze@sX', 'travelled': False}, {'encodedWaypoints': 'i|lyH`pVbYfX??fHnS??|Jvl@??pNtj@??dZthA??dGtn@??nm@piA??i@l|@??lNfaA??lGf}B??eJnz@??kaAf`J??zIpjD', 'travelled': True}, {'encodedWaypoints': 'uwiyHla{@xGtd@??lXteA??lwAvhD??bp@hY??`Mh~@', 'travelled': False}]",[{'provider': 'London Underground'}],9400ZZLUHBN4,,"{'address': 'South Ealing', 'class': 'Location', 'lat': 51.50092, 'lng': -0.30758, 'timezone': 'Europe/London'}",265.0,scheduled,in summary,4,Liverpool Street,South Ealing
7,<TIME>: Take <NUMBER>,9400ZZLUHBN2,"{'address': 'Liverpool Street Station', 'class': 'Location', 'lat': 51.51789, 'lng': -0.08239, 'timezone': 'Europe/London'}",-1684393598,,,"{'description': '<DIRECTION>', 'instruction': 'Take <NUMBER> ⋅ <PLATFORM>'}",pt_pub,"{'alt': 'Subway', 'color': {'blue': 104, 'green': 197, 'red': 45}, 'identifier': 'pt_pub_subway', 'localIcon': 'subway'}","<LINE_NAME>
<DIRECTION>
<PLATFORM>
<DURATION> ⋅ <STOPS>",London Underground,London Underground,"[{'encodedWaypoints': 'y{vyH}q@teAdrA??p~AgI??heBz{D??yInbC??fw@rkD', 'travelled': False}, {'encodedWaypoints': 'yamyH~aOd\\|f@??uKf_A??}PhqA??bCbm@', 'travelled': True}, {'encodedWaypoints': 'c_myHrjVrGljA??lD`|@??|Ddr@??dD|q@??jJxiB', 'travelled': False}]",[{'provider': 'London Underground'}],9400ZZLULVT2,,"{'address': 'Holborn Station', 'class': 'Location', 'lat': 51.51746, 'lng': -0.11962, 'timezone': 'Europe/London'}",269.0,scheduled,in summary,4,Liverpool Street,South Ealing
8,<TIME>: Take <NUMBER>,9400ZZLUHBN2,"{'address': 'Liverpool Street Station', 'class': 'Location', 'lat': 51.51789, 'lng': -0.08239, 'timezone': 'Europe/London'}",-1683891956,,,"{'description': '<DIRECTION>', 'instruction': 'Take <NUMBER> ⋅ <PLATFORM>'}",pt_pub,"{'alt': 'Subway', 'color': {'blue': 104, 'green': 197, 'red': 45}, 'identifier': 'pt_pub_subway', 'localIcon': 'subway'}","<LINE_NAME>
<DIRECTION>
<PLATFORM>
<DURATION> ⋅ <STOPS>",London Underground,London Underground,"[{'encodedWaypoints': 'y{vyH}q@teAdrA??p~AgI??heBz{D??yInbC??fw@rkD', 'travelled': False}, {'encodedWaypoints': 'yamyH~aOd\\|f@??uKf_A??}PhqA??bCbm@', 'travelled': True}, {'encodedWaypoints': 'c_myHrjVrGljA??lD`|@??|Ddr@??dD|q@??jJxiB', 'travelled': False}]",[{'provider': 'London Underground'}],9400ZZLULVT2,,"{'address': 'Holborn Station', 'class': 'Location', 'lat': 51.51746, 'lng': -0.11962, 'timezone': 'Europe/London'}",269.0,scheduled,in summary,4,Liverpool Street,South Ealing
