,action,endStopCode,from,hashCode,location,metres,mini,modeIdentifier,modeInfo,notes,operatorID,serviceOperator,shapes,sources,stopCode,streets,to,travelDirection,turn-by-turn,type,visibility,route,routeA,routeB
10,<TIME>: Take <NUMBER>,490000183B,"{'address': 'Edgware', 'class': 'Location', 'lat': 51.61295, 'lng': -0.27507, 'timezone': 'Europe/London'}",859812563,,,"{'description': '<DIRECTION>', 'instruction': 'Take <NUMBER> ⋅ <PLATFORM>'}",pt_pub,"{'alt': 'Bus', 'color': {'blue': 104, 'green': 197, 'red': 45}, 'identifier': 'pt_pub_bus', 'localIcon': 'bus'}","<LINE_NAME>
<DIRECTION>
<PLATFORM>
<DURATION> ⋅ <STOPS>",METROLINE TRAVEL LIMITED,METROLINE TRAVEL LIMITED,"[{'encodedWaypoints': '}s_zHfvt@dIhS??nGxJ??~CtS??bExX??zDrp@??^j\\??dD???rYqQ??pOgG??~O}E??hJuH??vHuQ??iG{^??nObC??tWeO??vKqC??rK`A??zHjK??nH`H??dPlM??~DhV??vJhL??|TfA', 'travelled': True}, {'encodedWaypoints': 'irwyH`rx@~MP??|W_E??nIgJ??~Oc@??xFaD', 'travelled': False}]",[{'provider': 'METROLINE TRAVEL LIMITED'}],490000070C,,"{'address': 'Preston Road Station', 'class': 'Location', 'lat': 51.57174, 'lng': -0.29489, 'timezone': 'Europe/London'}",205.0,,scheduled,in summary,17,Edgware,Rayners Lane
11,<TIME>: Walk,,"{'address': 'Preston Road Station', 'class': 'Location', 'lat': 51.57174, 'lng': -0.29489, 'timezone': 'Europe/London'}",1475749250,,200.0,"{'description': 'Preston Road Station', 'instruction': 'Walk', 'mainValue': '200m'}",wa_wal,"{'alt': 'Walk', 'color': {'blue': 99, 'green': 199, 'red': 30}, 'identifier': 'wa_wal', 'localIcon': 'walk'}",<DURATION> ⋅ 200m,,,,,,"[{'encodedWaypoints': 'irwyH`rx@@Y|@B??DH^@???AAvACXERY`AMb@kAi@', 'metres': 199}]","{'address': 'Preston Road Station', 'class': 'Location', 'lat': 51.57187, 'lng': -0.29579, 'timezone': 'Europe/London'}",279.0,,unscheduled,in summary,17,Edgware,Rayners Lane
12,<TIME>: Wait ,,,-494475110,"{'address': 'Preston Road Station', 'class': 'Location', 'lat': 51.57187, 'lng': -0.29579, 'timezone': 'Europe/London'}",,"{'instruction': 'Wait', 'mainValue': '<DURATION>'}",,"{'alt': 'Transfer', 'localIcon': 'transfer'}",<DURATION>,,,,,,,,,,stationary,in details,17,Edgware,Rayners Lane
13,<TIME>: Take <NUMBER>,9400ZZLURYL1,"{'address': 'Preston Road Station', 'class': 'Location', 'lat': 51.57187, 'lng': -0.29579, 'timezone': 'Europe/London'}",-136850375,,,"{'description': '<DIRECTION>', 'instruction': 'Take <NUMBER> ⋅ <PLATFORM>'}",pt_pub,"{'alt': 'Subway', 'color': {'blue': 104, 'green': 197, 'red': 45}, 'identifier': 'pt_pub_subway', 'localIcon': 'subway'}","<LINE_NAME>
<DIRECTION>
<PLATFORM>
<DURATION> ⋅ <STOPS>",London Underground,London Underground,"[{'encodedWaypoints': 'uqnyHpnY~Jjr@??|DnqA??wwCbsC??wdBhlR??{s@z`B', 'travelled': False}, {'encodedWaypoints': 'cswyHvwx@yf@hhC??sC|tB??{BbjB??p[xnB', 'travelled': True}, {'encodedWaypoints': '{fxyH|qgA{Gb|C??pS`dB??~Jdu@??n{@jaC??tq@tq@', 'travelled': False}]",[{'provider': 'London Underground'}],9400ZZLUPRD1,,"{'address': 'Rayners Lane Station', 'class': 'Location', 'lat': 51.57502, 'lng': -0.37167, 'timezone': 'Europe/London'}",273.0,,scheduled,in summary,17,Edgware,Rayners Lane
14,<TIME>: Walk,,"{'address': 'Rayners Lane Station', 'class': 'Location', 'lat': 51.57502, 'lng': -0.37167, 'timezone': 'Europe/London'}",-2024014162,,543.0,"{'description': 'Alexandra Avenue', 'instruction': 'Walk', 'mainValue': '550m'}",wa_wal,"{'alt': 'Walk', 'color': {'blue': 99, 'green': 199, 'red': 30}, 'identifier': 'wa_wal', 'localIcon': 'walk'}",<DURATION> ⋅ 550m,,,,,,"[{'encodedWaypoints': '{fxyH|qgABKeAQaD\\}CRm@iABIDIDDBGBEBAT?dAEj@Ib@G`@Kd@KLEVE`@KFAFEDEFE??DEBABE@C@A@?B?B?B@B?DBFD`@JOf@', 'metres': 542}]","{'address': 'Alexandra Avenue', 'class': 'Location', 'lat': 51.57498, 'lng': -0.37101, 'timezone': 'Europe/London'}",94.0,WALKING,unscheduled,in summary,17,Edgware,Rayners Lane
15,<TIME>: Walk,,"{'address': 'Edgware', 'class': 'Location', 'lat': 51.61362, 'lng': -0.27498, 'timezone': 'Europe/London'}",173388881,,358.0,"{'description': 'Edgware', 'instruction': 'Walk', 'mainValue': '400m'}",wa_wal,"{'alt': 'Walk', 'color': {'blue': 99, 'green': 199, 'red': 30}, 'identifier': 'wa_wal', 'localIcon': 'walk'}",<DURATION> ⋅ 400m,,,,,,"[{'encodedWaypoints': 'cx_zHrut@l@p@Fd@MZAAIVU_@KL[d@CPJHDA@M?QBGDI?@?ALdBJ_@\\cA?@??f@sABMBKHCJE?@d@uA\\d@S@', 'metres': 358}]","{'address': 'Edgware', 'class': 'Location', 'lat': 51.6128, 'lng': -0.27485, 'timezone': 'Europe/London'}",171.0,,unscheduled,in summary,17,Edgware,Rayners Lane
16,<TIME>: Take <NUMBER>,490000183B,"{'address': 'Edgware', 'class': 'Location', 'lat': 51.6128, 'lng': -0.27485, 'timezone': 'Europe/London'}",689720500,,,"{'description': '<DIRECTION>', 'instruction': 'Take <NUMBER> ⋅ <PLATFORM>'}",pt_pub,"{'alt': 'Bus', 'color': {'blue': 104, 'green': 197, 'red': 45}, 'identifier': 'pt_pub_bus', 'localIcon': 'bus'}","<LINE_NAME>
<DIRECTION>
<PLATFORM>
<DURATION> ⋅ <STOPS>",METROLINE WEST LIMITED,METROLINE WEST LIMITED,"[{'encodedWaypoints': '}r_zHxtt@lD~P??zJ`E??jNaQ??zNoN??zH_N??nMgZ??cGoM??_JuX??sCqT??pQaL??rDkQ??_Aca@??lXsB??hJjT??nJnX??tLrV??|G_K??bJp_@??rCxZ??jSlO??qHxn@??zE`\\??Eza@??rOlT??tPvI??bLbL??vJhL??|TfA', 'travelled': True}, {'encodedWaypoints': 'irwyH`rx@~MP??|W_E??nIgJ??~Oc@??xFaD', 'travelled': False}]",[{'provider': 'METROLINE WEST LIMITED'}],490000070D,,"{'address': 'Preston Road Station', 'class': 'Location', 'lat': 51.57174, 'lng': -0.29489, 'timezone': 'Europe/London'}",206.0,,scheduled,in summary,17,Edgware,Rayners Lane
17,<TIME>: Take <NUMBER>,490007845E,"{'address': 'Edgware', 'class': 'Location', 'lat': 51.61295, 'lng': -0.27507, 'timezone': 'Europe/London'}",1431086120,,,"{'description': '<DIRECTION>', 'instruction': 'Take <NUMBER> ⋅ <PLATFORM>'}",pt_pub,"{'alt': 'Bus', 'color': {'blue': 104, 'green': 197, 'red': 45}, 'identifier': 'pt_pub_bus', 'localIcon': 'bus'}","<LINE_NAME>
<DIRECTION>
<PLATFORM>
<DURATION> ⋅ <STOPS>",ARRIVA LONDON NORTH LIM,ARRIVA LONDON NORTH LIM,"[{'encodedWaypoints': '}s_zHfvt@dIhS??nGxJ??~CtS??bExX??zDrp@??^j\\??q\\hZ??iS~K??{LnR??|Dzb@??tGtm@??pD|W??fGta@??bFhN??fJl[??vXzC??hOmH??`RiE??xRcK??rQ_C??tIgF??xVsH??pWaA??hMz@??xHvH??lCxW', 'travelled': True}]",[{'provider': 'ARRIVA LONDON NORTH LIM'}],490000070C,,"{'address': 'Harrow Bus Station', 'class': 'Location', 'lat': 51.57984, 'lng': -0.33809, 'timezone': 'Europe/London'}",242.0,,scheduled,in summary,17,Edgware,Rayners Lane
18,<TIME>: Walk,,"{'address': 'Harrow Bus Station', 'class': 'Location', 'lat': 51.57984, 'lng': -0.33809, 'timezone': 'Europe/London'}",-619899267,,90.0,"{'description': 'Harrow Bus Station', 'instruction': 'Walk', 'mainValue': '<100m'}",wa_wal,"{'alt': 'Walk', 'color': {'blue': 99, 'green': 199, 'red': 30}, 'identifier': 'wa_wal', 'localIcon': 'walk'}",<DURATION> ⋅ <100m,,,,,,"[{'encodedWaypoints': '_eyyHb`aAI}@k@J???N@^@R??b@A', 'metres': 89}]","{'address': 'Harrow Bus Station', 'class': 'Location', 'lat': 51.57991, 'lng': -0.33818, 'timezone': 'Europe/London'}",312.0,,unscheduled,in summary,17,Edgware,Rayners Lane
19,<TIME>: Wait ,,,-494411374,"{'address': 'Harrow Bus Station', 'class': 'Location', 'lat': 51.57991, 'lng': -0.33818, 'timezone': 'Europe/London'}",,"{'instruction': 'Wait', 'mainValue': '<DURATION>'}",,"{'alt': 'Transfer', 'localIcon': 'transfer'}",<DURATION>,,,,,,,,,,stationary,in details,17,Edgware,Rayners Lane
20,<TIME>: Take <NUMBER>,490008961W,"{'address': 'Harrow Bus Station', 'class': 'Location', 'lat': 51.57991, 'lng': -0.33818, 'timezone': 'Europe/London'}",-680154920,,,"{'description': '<DIRECTION>', 'instruction': 'Take <NUMBER> ⋅ <PLATFORM>'}",pt_pub,"{'alt': 'Bus', 'color': {'blue': 104, 'green': 197, 'red': 45}, 'identifier': 'pt_pub_bus', 'localIcon': 'bus'}","<LINE_NAME>
<DIRECTION>
<PLATFORM>
<DURATION> ⋅ <STOPS>",LONDON SOVEREIGN LIMITED,LONDON SOVEREIGN LIMITED,"[{'encodedWaypoints': 'meyyHr`aA|Szl@??fI~e@???d^??m\\rg@??wElF??gL|N??_E~^', 'travelled': True}, {'encodedWaypoints': 'u}yyHttgAEvQ??_EpY??cDpK??mFlD??aKrA', 'travelled': False}]",[{'provider': 'LONDON SOVEREIGN LIMITED'}],490007845D,,"{'address': 'Suffolk Road (HA2)', 'class': 'Location', 'lat': 51.5838, 'lng': -0.3721, 'timezone': 'Europe/London'}",277.0,,scheduled,in summary,17,Edgware,Rayners Lane
21,<TIME>: Walk,,"{'address': 'Suffolk Road (HA2)', 'class': 'Location', 'lat': 51.5838, 'lng': -0.3721, 'timezone': 'Europe/London'}",1089573520,,1183.0,"{'description': 'Alexandra Avenue', 'instruction': 'Walk', 'mainValue': '1.2km'}",wa_wal,"{'alt': 'Walk', 'color': {'blue': 99, 'green': 199, 'red': 30}, 'identifier': 'wa_wal', 'localIcon': 'walk'}",<DURATION> ⋅ 1.2km,,,,,,"[{'encodedWaypoints': 'u}yyHttgAe@DNvA??jCyAnCyAlCmA|Am@j@S@?hCw@B?@@BH\\xE??TIl@SzAQ?@rCO??dBMNClAUn@Q??PI??JOBWAAPPNDPFnAExAOlA]??BTTE`@KFAFEDEFE??DEBABE@C@A@?B?B?B@B?DBFD`@JOf@', 'metres': 1181}]","{'address': 'Alexandra Avenue', 'class': 'Location', 'lat': 51.57498, 'lng': -0.37101, 'timezone': 'Europe/London'}",157.0,WALKING,unscheduled,in summary,17,Edgware,Rayners Lane
