origin,destination,early,morning,midday,afternoon,evening,night,total
Queensbury,Waterloo,0,43,26,7,23,0,99
Queensbury,Wembley Park,120,305,136,217,179,38,996
Queensbury,West Brompton,31,0,0,0,0,0,31
Queensbury,West Ham,0,0,0,0,0,0,0
Queensbury,West Hampstead,0,69,0,0,67,0,135
Queensbury,Westminster,82,18,25,0,0,0,125
Queensbury,Willesden Green,0,14,0,0,0,0,14
Queensway,Aldgate,1,32,0,0,0,0,33
Queensway,Aldgate East,0,39,0,0,0,0,39
Queensway,Angel,0,2,0,0,0,0,2
Queensway,Archway,0,0,0,0,15,0,15
Queensway,Balham,0,0,0,0,2,0,2
Queensway,Bank / Monument,43,662,50,74,1,0,830
Queensway,Barking,0,0,0,166,0,0,166
Queensway,Barkingside,2,11,0,0,0,0,13
Queensway,Bermondsey,0,0,0,0,23,0,23
Queensway,Bethnal Green,0,38,0,14,53,3,107
Queensway,Blackfriars,0,0,14,0,0,0,14
Queensway,Bond Street,11,82,51,135,0,0,278
Queensway,Borough,0,10,0,0,0,0,10
Queensway,Brixton,0,21,0,24,70,0,115
Queensway,Bromley-by-Bow,0,0,1,0,0,0,1
Queensway,Camden Town,0,13,0,0,0,0,13
Queensway,Canada Water,4,0,97,64,0,0,165
Queensway,Canary Wharf,13,155,0,0,0,0,168
Queensway,Canning Town,0,0,0,34,0,0,34
Queensway,Chalk Farm,0,1,0,0,0,0,1
Queensway,Chancery Lane,5,69,30,41,0,0,145
Queensway,Charing Cross,0,22,0,0,0,0,22
Queensway,Clapham Common,4,27,0,28,0,97,157
Queensway,Covent Garden,1,13,25,0,0,0,38
Queensway,Dagenham East,0,0,1,0,0,0,1
Queensway,Dagenham Heathway,0,0,0,0,0,43,43
Queensway,Dollis Hill,0,0,0,28,0,0,28
Queensway,Ealing Broadway,0,23,301,0,38,0,362
Queensway,East Acton,0,0,0,13,37,0,50
Queensway,East Finchley,0,11,0,0,0,0,11
Queensway,East Ham,0,0,111,47,0,0,158
Queensway,Elephant & Castle,0,9,37,0,0,0,47
Queensway,Epping,0,0,0,0,0,0,0
Queensway,Euston,12,21,0,0,0,0,33
Queensway,Finchley Road,1,10,0,0,0,0,11
Queensway,Finsbury Park,16,26,26,132,0,0,199
Queensway,Gants Hill,1,11,0,0,0,0,12
Queensway,Golders Green,0,0,68,28,0,0,96
Queensway,Goodge Street,0,14,0,0,0,3,17
Queensway,Green Park,9,295,200,27,0,0,532
Queensway,Greenford,0,11,0,4,0,0,15
Queensway,Gunnersbury,0,1,0,0,0,0,1
Queensway,Hanger Lane,0,1,0,16,0,0,17
Queensway,High Barnet,0,0,114,0,0,0,114
Queensway,High Street Kensington,0,0,0,54,0,0,54
Queensway,Highbury & Islington,0,72,93,0,0,0,166
Queensway,Holborn,3,123,260,86,1,0,472
Queensway,Holland Park,0,12,0,0,0,0,13
Queensway,Kentish Town,0,55,0,131,0,0,186
Queensway,Kilburn,0,0,0,21,0,0,21
Queensway,King's Cross St. Pancras,0,0,59,95,0,0,154
Queensway,Kingsbury,0,0,0,54,27,0,81
Queensway,Leicester Square,0,0,27,0,0,0,27
Queensway,Leyton,0,0,0,12,0,0,12
Queensway,Leytonstone,0,0,0,0,0,25,25
Queensway,Liverpool Street,4,208,358,71,49,55,744
Queensway,London Bridge,7,179,92,85,0,63,426
Queensway,Loughton,0,0,0,75,0,0,75
Queensway,Manor House,0,0,0,21,84,116,221
Queensway,Marble Arch,0,11,113,0,3,0,127
Queensway,Marylebone,0,0,0,15,51,0,66
Queensway,Mile End,1,3,40,0,0,0,44
Queensway,Morden,0,0,0,0,41,0,41
Queensway,Newbury Park,0,34,0,0,0,0,34
Queensway,North Acton,0,0,0,0,13,0,13
Queensway,North Greenwich,3,21,0,37,0,0,61
Queensway,Northolt,0,0,0,4,23,0,28
Queensway,Notting Hill Gate,0,0,52,95,48,0,196
Queensway,Old Street,0,34,0,0,0,0,34
Queensway,Oxford Circus,16,110,324,171,120,39,781
Queensway,Perivale,1,4,0,0,0,0,4
Queensway,Piccadilly Circus,0,0,0,26,42,0,68
Queensway,Plaistow,0,0,0,0,0,61,61
Queensway,Russell Square,0,0,0,0,37,22,59
Queensway,Seven Sisters,0,0,0,436,0,59,495
Queensway,Shepherd's Bush 1,0,0,125,30,206,103,464
Queensway,South Kensington,0,0,10,0,0,0,10
Queensway,Southgate,0,0,2,0,0,0,2
Queensway,Southwark,0,40,78,0,0,0,118
Queensway,St. John's Wood,1,7,7,1,0,0,17
Queensway,St. Paul's,12,135,385,50,0,0,582
Queensway,Stepney Green,0,0,44,0,0,0,44
Queensway,Stratford,0,1,55,13,18,118,205
Queensway,Swiss Cottage,0,0,0,26,0,0,26
Queensway,Theydon Bois,0,0,13,0,0,0,13
Queensway,Tottenham Court Road,6,20,235,68,8,0,337
Queensway,Tottenham Hale,0,0,0,0,81,0,81
Queensway,Totteridge & Whetstone,0,0,0,0,49,0,49
Queensway,Tower Hill,0,0,0,0,0,0,1
Queensway,Tufnell Park,0,6,0,0,0,0,6
Queensway,Upton Park,0,0,0,74,1,0,75
Queensway,Uxbridge,0,0,9,0,0,0,9
Queensway,Vauxhall,0,0,39,0,0,0,39
Queensway,Victoria,12,15,16,12,0,0,55
Queensway,Warren Street,1,29,7,0,0,0,37
Queensway,Warwick Avenue,0,0,5,0,0,0,5
Queensway,Waterloo,14,52,3,0,0,0,69
Queensway,West Acton,5,16,30,0,22,0,73
Queensway,West Ham,0,0,7,0,177,0,184
Queensway,West Hampstead,0,0,24,27,0,0,51
Queensway,West Ruislip,0,8,0,0,0,0,8
Queensway,Westminster,3,43,139,0,0,0,185
Queensway,White City,0,14,57,0,0,0,71
Queensway,Willesden Green,0,0,33,0,0,0,33
Queensway,Wood Green,0,0,19,0,0,0,19
Queensway,Woodford,0,0,14,0,0,0,14
Ravenscourt Park,Acton Town,0,0,0,8,0,3,11
Ravenscourt Park,Aldgate East,0,1,0,0,0,0,1
Ravenscourt Park,Alperton,0,1,0,0,0,0,1
Ravenscourt Park,Angel,0,3,0,0,0,0,3
Ravenscourt Park,Arnos Grove,0,0,0,5,0,0,5
Ravenscourt Park,Arsenal,0,0,0,0,12,11,23
Ravenscourt Park,Baker Street,0,0,1,0,0,0,1
Ravenscourt Park,Balham,0,0,0,17,26,0,43
Ravenscourt Park,Bank / Monument,3,44,3,5,0,0,56
Ravenscourt Park,Barbican,0,0,6,0,0,0,6
Ravenscourt Park,Barons Court,0,1,11,0,2,6,20
Ravenscourt Park,Bayswater,0,0,0,21,0,0,21
Ravenscourt Park,Bermondsey,0,0,0,30,0,0,30
Ravenscourt Park,Blackfriars,10,67,22,20,0,0,118
Ravenscourt Park,Blackhorse Road,0,0,0,13,0,0,13
Ravenscourt Park,Bond Street,4,19,0,0,0,0,23
Ravenscourt Park,Borough,0,2,0,0,0,0,2
Ravenscourt Park,Boston Manor,0,0,0,0,1,13,15
Ravenscourt Park,Brixton,0,0,0,9,0,0,9
Ravenscourt Park,Camden Town,0,0,0,0,0,0,0
Ravenscourt Park,Canada Water,0,0,14,74,0,14,102
Ravenscourt Park,Canary Wharf,0,18,0,0,0,0,18
Ravenscourt Park,Canning Town,0,1,0,11,0,0,12
Ravenscourt Park,Cannon Street,0,4,37,49,0,0,90
Ravenscourt Park,Chigwell,0,0,1,0,0,0,1
Ravenscourt Park,Chiswick Park,0,0,0,63,0,0,63
Ravenscourt Park,Clapham Common,0,1,0,0,0,0,1
Ravenscourt Park,Clapham North,0,0,0,0,2,0,2
Ravenscourt Park,Covent Garden,3,7,8,16,0,0,34
Ravenscourt Park,Dollis Hill,0,0,3,0,0,0,3
Ravenscourt Park,Ealing Broadway,0,3,77,329,64,3,477
Ravenscourt Park,Ealing Common,0,33,15,66,35,0,150
Ravenscourt Park,Earl's Court,10,91,27,46,5,0,179
Ravenscourt Park,East Acton,0,0,0,0,0,0,0
Ravenscourt Park,East Putney,0,1,14,9,6,0,31
Ravenscourt Park,Edgware,0,0,11,0,0,0,11
Ravenscourt Park,Edgware Road (Cir),0,2,0,0,13,8,22
Ravenscourt Park,Elephant & Castle,0,16,0,0,0,0,16
Ravenscourt Park,Embankment,0,34,31,128,13,0,206
Ravenscourt Park,Euston,12,7,43,4,1,3,70
Ravenscourt Park,Farringdon,0,9,1,0,0,0,10
Ravenscourt Park,Finsbury Park,0,0,0,9,0,0,9
Ravenscourt Park,Fulham Broadway,0,7,0,1,0,0,8
Ravenscourt Park,Gants Hill,2,0,0,0,0,0,3
Ravenscourt Park,Gloucester Road,1,29,78,9,0,0,116
Ravenscourt Park,Golders Green,0,0,0,0,0,0,0
Ravenscourt Park,Goodge Street,0,7,0,0,0,0,7
Ravenscourt Park,Green Park,1,21,3,27,9,1,62
Ravenscourt Park,Greenford,0,0,5,0,0,0,5
Ravenscourt Park,Gunnersbury,0,0,1,15,0,0,16
Ravenscourt Park,Hammersmith 1,0,5,29,0,0,0,34
Ravenscourt Park,Hampstead,1,11,0,0,0,0,13
Ravenscourt Park,Heathrow Terminal 5,0,0,0,0,0,0,0
Ravenscourt Park,Heathrow Terminals 123,5,12,0,0,0,0,16
Ravenscourt Park,High Barnet,0,0,0,0,13,0,13
Ravenscourt Park,High Street Kensington,0,40,19,0,0,0,59
Ravenscourt Park,Highbury & Islington,0,1,20,46,0,0,68
Ravenscourt Park,Highgate,0,0,2,0,0,0,2
Ravenscourt Park,Hillingdon,0,0,0,0,7,0,7
Ravenscourt Park,Holborn,1,20,0,0,0,0,21
Ravenscourt Park,Holloway Road,0,0,3,0,0,0,3
Ravenscourt Park,Hounslow East,0,0,0,1,0,0,1
Ravenscourt Park,Ickenham,0,0,0,0,2,0,2
Ravenscourt Park,Kew Gardens,0,0,8,0,0,0,9
Ravenscourt Park,King's Cross St. Pancras,0,0,24,2,12,4,42
Ravenscourt Park,Kingsbury,0,0,12,0,0,0,12
Ravenscourt Park,Knightsbridge,0,3,17,0,4,4,29
Ravenscourt Park,Leicester Square,0,24,46,4,2,0,75
Ravenscourt Park,Leyton,0,0,0,0,0,10,10
Ravenscourt Park,Leytonstone,0,0,0,48,9,1,58
Ravenscourt Park,London Bridge,1,44,3,41,0,0,88
Ravenscourt Park,Mansion House,6,43,11,40,0,0,100
Ravenscourt Park,Marble Arch,0,0,1,0,0,0,1
Ravenscourt Park,Mile End,0,0,8,0,0,0,8
Ravenscourt Park,Moorgate,0,1,0,0,0,0,1
Ravenscourt Park,North Greenwich,0,18,0,35,15,0,68
Ravenscourt Park,Northfields,0,0,0,0,4,0,5
Ravenscourt Park,Northolt,0,0,5,0,0,0,5
Ravenscourt Park,Northwick Park,0,1,0,0,0,0,1
Ravenscourt Park,Old Street,0,19,0,12,0,0,31
Ravenscourt Park,Osterley,0,2,2,7,0,0,10
Ravenscourt Park,Oval,0,6,0,0,0,0,6
Ravenscourt Park,Oxford Circus,0,10,6,23,0,0,39
Ravenscourt Park,Paddington,0,0,0,33,0,0,33
Ravenscourt Park,Parsons Green,0,4,10,0,0,0,14
Ravenscourt Park,Piccadilly Circus,0,36,91,55,0,0,182
Ravenscourt Park,Pimlico,0,6,0,0,0,0,6
Ravenscourt Park,Putney Bridge,0,0,0,1,0,0,1
Ravenscourt Park,Queen's Park,0,0,0,0,6,0,6
Ravenscourt Park,Richmond,0,19,115,65,9,2,210
Ravenscourt Park,Rickmansworth,0,0,0,0,0,0,0
Ravenscourt Park,Russell Square,0,5,0,23,0,0,28
Ravenscourt Park,Seven Sisters,0,0,0,77,0,18,95
Ravenscourt Park,Shepherd's Bush 1,0,0,0,0,4,0,4
Ravenscourt Park,Sloane Square,6,15,138,4,22,0,186
Ravenscourt Park,South Ealing,0,0,0,1,0,0,1
Ravenscourt Park,South Harrow,0,0,1,2,0,0,3
Ravenscourt Park,South Kensington,11,216,86,6,51,0,369
Ravenscourt Park,Southfields,0,12,0,56,2,0,69
Ravenscourt Park,Southwark,0,1,0,0,0,0,1
Ravenscourt Park,St. James's Park,4,67,5,0,0,0,76
Ravenscourt Park,St. Paul's,0,25,0,0,0,0,25
Ravenscourt Park,Stamford Brook,0,10,0,0,0,0,10
Ravenscourt Park,Stanmore,0,0,0,44,0,0,44
Ravenscourt Park,Stepney Green,0,0,0,0,14,0,14
Ravenscourt Park,Stockwell,0,4,0,0,5,0,10
Ravenscourt Park,Stonebridge Park,0,0,0,42,0,0,42
Ravenscourt Park,Stratford,0,0,6,0,0,0,6
Ravenscourt Park,Sudbury Town,0,0,0,0,0,0,0
Ravenscourt Park,Swiss Cottage,0,20,0,0,0,0,20
Ravenscourt Park,Temple,4,36,15,8,0,4,67
Ravenscourt Park,Tooting Bec,0,0,0,0,0,0,0
Ravenscourt Park,Tooting Broadway,0,3,0,3,8,17,30
Ravenscourt Park,Tottenham Court Road,0,2,0,0,5,0,7
Ravenscourt Park,Tower Hill,0,29,15,0,0,0,43
Ravenscourt Park,Turnham Green,0,0,22,0,5,15,42
Ravenscourt Park,Turnpike Lane,0,0,0,10,0,0,10
Ravenscourt Park,Upminster,0,0,0,3,17,0,20
Ravenscourt Park,Uxbridge,0,5,0,11,0,0,16
Ravenscourt Park,Vauxhall,4,3,15,36,0,0,59
Ravenscourt Park,Victoria,0,13,32,32,2,2,81
Ravenscourt Park,Warren Street,0,13,6,0,7,0,26
Ravenscourt Park,Waterloo,2,13,1,5,18,0,38
Ravenscourt Park,West Brompton,0,0,7,12,0,1,19
Ravenscourt Park,West Ham,0,0,4,0,0,0,4
Ravenscourt Park,West Kensington,0,3,51,0,0,5,59
Ravenscourt Park,Westbourne Park,0,0,0,1,0,0,1
Ravenscourt Park,Westminster,1,37,66,24,0,0,128
Ravenscourt Park,Whitechapel,34,104,0,25,0,0,162
Ravenscourt Park,Willesden Green,0,0,0,5,0,0,5
Ravenscourt Park,Wimbledon,2,30,24,25,1,7,89
Rayners Lane,Acton Town,0,38,20,13,0,0,71
Rayners Lane,Aldgate,19,62,0,0,0,0,81
Rayners Lane,Alperton,29,108,27,51,63,0,278
Rayners Lane,Amersham,3,7,0,0,0,0,10
Rayners Lane,Angel,4,9,0,0,0,0,13
Rayners Lane,Arnos Grove,0,0,0,0,3,0,3
Rayners Lane,Baker Street,17,55,20,10,0,0,102
Rayners Lane,Bank / Monument,0,2,0,1,0,0,4
Rayners Lane,Barbican,0,57,16,0,0,0,73
Rayners Lane,Barons Court,15,35,11,4,0,0,65
Rayners Lane,Bethnal Green,0,0,2,1,0,0,3
Rayners Lane,Blackfriars,0,15,2,1,0,0,17
Rayners Lane,Bond Street,0,33,17,7,0,0,58
Rayners Lane,Boston Manor,1,3,0,0,0,0,3
Rayners Lane,Bow Road,0,1,0,0,0,0,1
Rayners Lane,Brixton,0,4,0,3,0,0,6
Rayners Lane,Caledonian Road,0,0,0,3,0,0,3
Rayners Lane,Canary Wharf,31,113,9,2,1,0,156
Rayners Lane,Canning Town,0,0,27,0,0,0,27
Rayners Lane,Canons Park,0,1,0,0,0,0,1
Rayners Lane,Chancery Lane,0,23,0,0,0,0,23
Rayners Lane,Charing Cross,13,15,6,6,0,0,40
Rayners Lane,Chiswick Park,0,5,0,0,0,0,5
Rayners Lane,Clapham Common,8,2,0,0,0,0,9
Rayners Lane,Covent Garden,0,11,0,0,0,0,11
Rayners Lane,Dollis Hill,0,20,0,8,0,0,28
Rayners Lane,Ealing Broadway,0,10,1,0,1,0,13
Rayners Lane,Ealing Common,18,88,43,30,0,0,180
Rayners Lane,Earl's Court,16,52,22,7,4,0,101
Rayners Lane,Eastcote,11,12,44,38,50,0,155
Rayners Lane,Edgware,0,1,0,0,0,0,2
Rayners Lane,Edgware Road (Bak),0,0,0,5,0,0,5
Rayners Lane,Elephant & Castle,4,7,0,0,0,0,11
Rayners Lane,Embankment,2,6,0,0,0,0,9
Rayners Lane,Euston Square,52,77,12,17,0,0,158
Rayners Lane,Farringdon,16,152,8,14,0,0,190
Rayners Lane,Finchley Road,32,68,21,11,0,0,130
Rayners Lane,Fulham Broadway,0,13,0,0,0,0,14
Rayners Lane,Gloucester Road,0,19,0,0,0,0,19
Rayners Lane,Great Portland Street,0,24,31,0,0,0,55
Rayners Lane,Green Park,7,25,11,0,0,0,44
Rayners Lane,Hammersmith 1,37,257,66,37,0,0,397
Rayners Lane,Harrow & Wealdstone,0,0,3,0,0,0,3
Rayners Lane,Harrow-on-the-Hill,40,113,164,74,36,0,428
Rayners Lane,Hatton Cross,0,0,18,0,0,0,18
Rayners Lane,Heathrow Terminals 123,0,0,0,14,0,0,14
Rayners Lane,High Street Kensington,0,12,5,0,0,0,16
Rayners Lane,Highbury & Islington,0,0,0,5,25,0,30
Rayners Lane,Hillingdon,1,5,7,0,2,0,15
Rayners Lane,Holborn,15,30,14,3,0,0,61
Rayners Lane,Hornchurch,0,0,4,0,0,0,4
Rayners Lane,Hounslow Central,25,33,49,18,0,0,125
Rayners Lane,Hounslow East,0,0,0,0,0,81,81
Rayners Lane,Hyde Park Corner,0,1,0,0,0,0,1
Rayners Lane,Ickenham,0,0,1,0,19,0,20
Rayners Lane,Kennington,0,0,0,1,0,0,1
Rayners Lane,Kilburn,0,32,0,36,0,0,68
Rayners Lane,King's Cross St. Pancras,59,87,55,0,0,0,201
Rayners Lane,Knightsbridge,7,42,45,0,0,0,94
Rayners Lane,Latimer Road,0,28,0,0,0,0,28
Rayners Lane,Leicester Square,0,6,0,5,0,0,11
Rayners Lane,Leyton,0,0,0,0,1,0,1
Rayners Lane,Liverpool Street,10,82,33,11,0,0,135
Rayners Lane,London Bridge,17,60,14,13,0,0,104
Rayners Lane,Mansion House,0,6,0,0,0,0,6
Rayners Lane,Moorgate,5,65,10,0,0,0,80
Rayners Lane,North Ealing,0,0,0,12,0,0,12
Rayners Lane,Northfields,0,1,0,0,0,0,1
Rayners Lane,Northwick Park,17,43,62,0,0,0,122
Rayners Lane,Northwood,0,0,0,0,9,0,9
Rayners Lane,Northwood Hills,0,0,0,12,0,0,12
Rayners Lane,Notting Hill Gate,0,6,0,0,0,0,6
Rayners Lane,Old Street,0,0,0,0,0,0,0
Rayners Lane,Osterley,0,43,0,0,12,0,55
Rayners Lane,Oxford Circus,0,28,0,6,0,0,35
Rayners Lane,Paddington,0,25,14,0,0,0,40
Rayners Lane,Park Royal,28,48,13,3,18,0,109
Rayners Lane,Parsons Green,16,37,12,0,0,0,65
Rayners Lane,Piccadilly Circus,5,22,15,0,0,0,43
Rayners Lane,Preston Road,0,4,0,48,20,0,72
Rayners Lane,Putney Bridge,0,13,2,0,0,0,15
Rayners Lane,Queen's Park,0,0,0,0,0,0,0
Rayners Lane,Queensbury,0,0,62,9,15,0,85
Rayners Lane,Queensway,0,2,0,0,0,0,2
Rayners Lane,Ravenscourt Park,0,0,0,6,0,0,6
Rayners Lane,Redbridge,0,0,0,5,0,0,5
Rayners Lane,Richmond,0,130,0,0,0,0,130
Rayners Lane,Rickmansworth,0,27,0,0,4,0,31
Rayners Lane,Ruislip,0,0,98,3,0,0,101
Rayners Lane,Ruislip Manor,0,1,60,0,0,0,60
Rayners Lane,Russell Square,4,6,7,0,0,0,17
Rayners Lane,Seven Sisters,0,7,0,18,0,10,35
Rayners Lane,Sloane Square,0,9,2,0,0,0,11
Rayners Lane,South Harrow,0,0,11,5,0,0,16
Rayners Lane,South Kensington,14,47,22,16,3,0,101
Rayners Lane,Southwark,8,34,6,0,0,0,48
Rayners Lane,St. James's Park,5,22,0,0,0,0,27
Rayners Lane,St. John's Wood,0,33,0,0,0,0,33
Rayners Lane,St. Paul's,0,3,0,0,0,0,3
Rayners Lane,Stamford Brook,0,18,17,0,0,0,35
Rayners Lane,Stanmore,12,36,0,38,0,0,86
Rayners Lane,Stratford,0,0,0,0,0,0,0
Rayners Lane,Sudbury Hill,0,1,55,37,0,0,93
Rayners Lane,Sudbury Town,0,31,20,30,0,0,81
Rayners Lane,Temple,0,6,0,0,0,0,6
Rayners Lane,Tooting Broadway,0,9,0,0,0,0,9
Rayners Lane,Tottenham Court Road,0,0,6,0,0,0,6
Rayners Lane,Tower Hill,0,0,3,0,0,0,3
Rayners Lane,Tufnell Park,0,0,0,5,0,0,5
Rayners Lane,Turnham Green,0,0,0,2,0,0,2
Rayners Lane,Turnpike Lane,0,0,5,0,0,0,5
Rayners Lane,Upton Park,0,2,0,0,0,0,2
Rayners Lane,Uxbridge,58,291,127,98,0,0,575
Rayners Lane,Vauxhall,33,14,0,0,0,0,46
Rayners Lane,Victoria,31,62,21,0,0,0,114
Rayners Lane,Waterloo,27,31,17,14,0,0,89
Rayners Lane,Wembley Park,22,76,56,42,0,0,196
Rayners Lane,West Brompton,3,6,0,0,0,0,9
Rayners Lane,West Harrow,0,70,28,0,0,0,97
Rayners Lane,West Kensington,0,9,0,0,0,0,9
Rayners Lane,Westminster,13,37,0,0,0,0,50
Rayners Lane,Whitechapel,6,11,0,0,0,0,16
Rayners Lane,Willesden Green,0,6,0,0,0,0,6
Rayners Lane,Wimbledon,0,0,0,7,0,0,7
Rayners Lane,Wimbledon Park,0,0,0,0,0,0,0
Redbridge,Aldgate East,10,18,0,0,0,0,29
Redbridge,Angel,24,6,0,0,0,0,30
Redbridge,Bank / Monument,17,139,0,45,0,0,200
Redbridge,Barbican,0,23,14,0,0,0,37
Redbridge,Barking,0,0,0,30,0,0,30
Redbridge,Barkingside,0,10,0,0,0,0,10
Redbridge,Bermondsey,0,0,4,0,0,0,4
Redbridge,Bethnal Green,20,9,10,0,0,0,38
Redbridge,Blackfriars,0,0,42,0,0,0,42
Redbridge,Bond Street,53,53,0,0,0,4,109
Redbridge,Borough,0,29,0,0,0,0,29
Redbridge,Brixton,0,8,62,0,0,0,70
Redbridge,Bromley-by-Bow,0,34,0,0,0,0,34
Redbridge,Buckhurst Hill,0,0,0,8,36,0,44
Redbridge,Canada Water,0,0,0,19,0,0,19
Redbridge,Canary Wharf,39,45,0,0,0,0,84
Redbridge,Chancery Lane,9,74,0,0,0,0,84
Redbridge,Charing Cross,20,6,0,0,0,0,26
Redbridge,Covent Garden,0,0,21,0,0,0,21
Redbridge,Earl's Court,5,1,2,0,0,0,7
Redbridge,East Ham,0,0,0,0,0,48,48
Redbridge,Elephant & Castle,0,0,67,0,0,0,67
Redbridge,Embankment,12,2,0,0,0,0,14
Redbridge,Epping,0,0,4,0,0,0,4
Redbridge,Euston Square,13,44,0,0,0,0,57
Redbridge,Farringdon,0,0,70,0,0,0,70
Redbridge,Finchley Road,9,23,0,0,0,0,32
Redbridge,Gloucester Road,66,24,0,0,0,0,90
Redbridge,Goodge Street,25,25,0,12,0,0,62
Redbridge,Hainault,0,0,0,0,63,0,63
Redbridge,Hammersmith 1,23,18,0,0,0,0,40
Redbridge,High Street Kensington,0,0,20,0,0,0,20
Redbridge,Holborn,0,14,98,9,0,0,120
Redbridge,Hounslow East,0,2,0,0,0,0,2
Redbridge,King's Cross St. Pancras,0,16,0,15,0,0,31
Redbridge,Knightsbridge,0,0,39,0,0,0,39
Redbridge,Lancaster Gate,7,8,0,0,0,0,15
Redbridge,Leicester Square,2,11,0,0,0,0,13
Redbridge,Leyton,0,0,55,0,0,0,55
Redbridge,Leytonstone,0,82,65,219,24,0,389
Redbridge,Liverpool Street,16,268,54,38,39,6,421
Redbridge,Loughton,0,93,0,0,0,0,93
Redbridge,Marble Arch,0,27,0,0,0,5,32
Redbridge,Mile End,0,56,67,0,0,0,123
Redbridge,Mornington Crescent,0,2,0,0,0,0,3
Redbridge,Newbury Park,0,0,132,0,0,0,132
Redbridge,North Greenwich,0,0,0,0,5,0,5
Redbridge,Notting Hill Gate,0,8,0,0,0,0,8
Redbridge,Oxford Circus,32,77,0,0,0,0,108
Redbridge,Paddington,0,52,0,0,0,0,52
Redbridge,Piccadilly Circus,45,36,0,0,0,0,81
Redbridge,Queen's Park,0,2,0,0,0,0,2
Redbridge,Russell Square,0,31,2,0,0,0,33
Redbridge,Shepherd's Bush 1,0,0,31,0,0,0,31
Redbridge,Southfields,0,0,2,1,0,0,3
Redbridge,St. Paul's,19,26,19,0,0,0,64
Redbridge,Stratford,124,500,4,125,0,0,753
Redbridge,Swiss Cottage,0,0,0,9,0,0,9
Redbridge,Temple,0,6,0,0,0,0,6
Redbridge,Theydon Bois,0,0,23,4,29,0,57
Redbridge,Tottenham Court Road,2,17,36,65,0,0,120
Redbridge,Uxbridge,0,8,0,0,0,0,8
Redbridge,Vauxhall,0,24,0,0,0,0,24
Redbridge,Victoria,16,23,43,0,0,0,83
Redbridge,Wanstead,0,0,20,0,0,0,20
Redbridge,Waterloo,0,18,0,0,0,0,18
Redbridge,Westminster,20,24,31,0,0,0,75
Redbridge,White City,25,33,19,0,0,0,77
Redbridge,Whitechapel,0,121,0,0,0,0,121
Regent's Park,Acton Town,0,0,0,5,0,0,5
Regent's Park,Amersham,0,0,0,25,0,0,25
Regent's Park,Arnos Grove,0,4,0,0,0,0,4
Regent's Park,Baker Street,0,0,7,0,0,0,7
Regent's Park,Balham,0,0,0,20,0,8,28
Regent's Park,Bank / Monument,0,10,48,0,3,19,80
Regent's Park,Barons Court,0,0,0,9,4,0,13
Regent's Park,Blackfriars,0,26,26,14,0,0,66
Regent's Park,Borough,0,0,3,0,0,0,3
Regent's Park,Boston Manor,0,0,0,0,11,0,11
Regent's Park,Brixton,0,0,21,59,30,0,110
Regent's Park,Canada Water,0,0,0,28,6,0,35
Regent's Park,Canary Wharf,3,23,16,0,0,0,41
Regent's Park,Chancery Lane,0,0,0,7,0,0,7
Regent's Park,Charing Cross,2,30,106,185,53,0,377
Regent's Park,Clapham North,0,0,0,0,41,0,41
Regent's Park,Clapham South,0,0,0,2,0,0,2
Regent's Park,Colliers Wood,0,0,0,46,0,0,47
Regent's Park,Covent Garden,0,7,0,25,10,0,42
Regent's Park,Dollis Hill,0,0,0,33,0,0,33
Regent's Park,Ealing Broadway,0,0,0,47,2,33,82
Regent's Park,East Ham,0,3,14,0,0,0,17
Regent's Park,Edgware Road (Bak),0,0,15,0,0,0,15
Regent's Park,Elephant & Castle,0,34,54,84,32,24,228
Regent's Park,Embankment,0,26,32,27,7,0,92
Regent's Park,Finsbury Park,0,0,0,17,0,0,17
Regent's Park,Gloucester Road,0,0,0,14,0,0,14
Regent's Park,Green Park,0,0,30,0,0,0,30
Regent's Park,Greenford,0,0,0,7,21,0,28
Regent's Park,Hammersmith 1,0,0,0,9,0,0,9
Regent's Park,Harlesden,0,0,0,6,0,0,6
Regent's Park,Harrow & Wealdstone,0,0,0,31,0,0,31
Regent's Park,Heathrow Terminals 123,2,11,7,0,0,0,20
Regent's Park,Highbury & Islington,0,0,33,0,0,0,33
Regent's Park,Holborn,0,21,44,20,0,0,84
Regent's Park,Hyde Park Corner,0,0,8,22,0,0,31
Regent's Park,Kennington,0,0,0,4,0,0,4
Regent's Park,Kensal Green,0,0,0,10,38,13,61
Regent's Park,Kew Gardens,0,0,1,10,0,0,10
Regent's Park,Kilburn,0,0,0,0,10,0,10
Regent's Park,Kilburn Park,0,0,34,104,37,25,200
Regent's Park,King's Cross St. Pancras,0,0,17,0,0,0,17
Regent's Park,Knightsbridge,0,0,22,8,0,0,31
Regent's Park,Lambeth North,0,0,24,34,10,0,68
Regent's Park,Leicester Square,0,0,12,0,0,0,12
Regent's Park,Leytonstone,0,0,2,31,0,0,33
Regent's Park,Liverpool Street,0,0,18,0,0,0,18
Regent's Park,London Bridge,0,0,21,21,6,0,48
Regent's Park,Loughton,0,0,0,16,0,0,16
Regent's Park,Maida Vale,0,0,32,64,33,0,130
Regent's Park,Marylebone,0,0,81,37,20,35,174
Regent's Park,Morden,0,0,0,0,0,0,0
Regent's Park,North Greenwich,0,0,11,0,0,0,11
Regent's Park,Northfields,0,0,0,0,7,4,11
Regent's Park,Notting Hill Gate,0,0,9,0,0,0,9
